ID_vehicule,type_vehicule,kilometrage_total,km_moyen_jour,nombre_vidanges,nb_freins_changes,jours_dernier_entretien,type_route,temperature_moyenne,bruit_moteur,vibration,temoin_moteur_allume,panne_dans_30_jours
V10273,PL,52809.0,93.7,7.0,1.0,210.0,urbain,9.7,aucun,0.0,0.0,0.0
V10274,VL,150320.0,73.1,16.0,1.0,178.0,,20.2,aucun,0.0,0.0,1.0
V10275,VL,45895.0,57.6,5.0,0.0,57.0,autoroute,11.5,faible,0.0,0.0,1.0
V10276,VUL,68049.0,116.8,6.0,,72.0,urbain,19.6,aucun,0.0,1.0,1.0
V10277,VUL,35287.0,82.2,5.0,1.0,214.0,rural,18.2,,0.0,,0.0
V10278,VUL,50270.0,74.3,5.0,1.0,387.0,rural,19.6,aucun,0.0,,0.0
V10279,,3678.0,28.1,0.0,0.0,265.0,rural,13.6,aucun,1.0,0.0,1.0
V10280,PL,14677.0,27.8,3.0,1.0,72.0,urbain,8.1,aucun,0.0,0.0,
V10281,VL,22459.0,67.3,2.0,1.0,270.0,urbain,3.2,aucun,0.0,0.0,0.0
V10282,VL,31979.0,63.6,5.0,0.0,353.0,urbain,19.0,faible,0.0,0.0,0.0
V10283,VL,2336.0,44.6,0.0,1.0,,autoroute,16.6,faible,0.0,0.0,1.0
V10284,VL,7542.0,,1.0,0.0,318.0,autoroute,14.6,faible,0.0,0.0,0.0
V10285,VL,,99.7,1.0,0.0,18.0,rural,30.6,aucun,0.0,0.0,1.0
V10286,VL,177949.0,77.4,19.0,1.0,112.0,rural,13.1,,0.0,0.0,1.0
V10287,VL,20124.0,31.5,2.0,1.0,62.0,urbain,31.3,aucun,0.0,0.0,0.0
V10288,VL,32892.0,57.2,3.0,0.0,371.0,urbain,33.0,,0.0,0.0,0.0
V10289,VL,10913.0,39.9,1.0,2.0,183.0,autoroute,4.4,aucun,0.0,1.0,1.0
V10290,VL,47180.0,50.3,5.0,1.0,276.0,,20.7,élevé,0.0,0.0,0.0
V10291,VL,16472.0,49.7,3.0,1.0,161.0,urbain,16.8,aucun,0.0,0.0,0.0
V10292,VUL,11596.0,48.1,1.0,0.0,242.0,urbain,,élevé,0.0,,0.0
V10293,VL,36342.0,28.6,6.0,0.0,144.0,urbain,8.4,aucun,0.0,0.0,1.0
V10294,VL,276.0,56.8,2.0,0.0,145.0,urbain,26.2,aucun,0.0,0.0,0.0
V10295,,384.0,46.0,0.0,0.0,80.0,autoroute,36.2,aucun,0.0,0.0,0.0
V10296,VUL,12363.0,0.0,3.0,0.0,321.0,autoroute,27.2,aucun,0.0,0.0,0.0
V10297,VL,1870.0,111.3,,2.0,320.0,autoroute,22.6,aucun,0.0,0.0,0.0
V10298,VUL,,87.2,0.0,1.0,42.0,autoroute,19.8,faible,0.0,0.0,0.0
V10299,VL,20689.0,50.6,2.0,0.0,312.0,autoroute,33.5,faible,0.0,,0.0
V10300,VL,81122.0,60.5,,1.0,393.0,rural,37.2,aucun,0.0,0.0,1.0
V10301,VL,42437.0,30.7,5.0,2.0,292.0,urbain,15.3,aucun,0.0,0.0,1.0
V10302,VL,35940.0,102.4,3.0,1.0,175.0,autoroute,4.0,élevé,0.0,0.0,1.0
V10303,VUL,17370.0,107.4,2.0,0.0,375.0,,3.2,faible,1.0,0.0,1.0
V10304,VUL,134231.0,63.9,15.0,1.0,68.0,,30.6,aucun,0.0,0.0,1.0
V10305,PL,25293.0,85.6,2.0,0.0,55.0,urbain,19.6,faible,0.0,1.0,1.0
V10306,,4556.0,64.4,1.0,2.0,118.0,rural,21.5,aucun,1.0,0.0,0.0
V10307,VL,47994.0,26.6,5.0,1.0,203.0,urbain,5.7,aucun,1.0,0.0,0.0
V10308,VUL,6042.0,49.7,3.0,0.0,54.0,urbain,14.0,aucun,1.0,0.0,0.0
V10309,VL,21173.0,63.3,3.0,2.0,37.0,urbain,17.6,aucun,0.0,0.0,0.0
V10310,VL,35404.0,48.6,4.0,2.0,242.0,autoroute,21.7,aucun,1.0,1.0,0.0
V10311,VL,103662.0,54.5,12.0,1.0,200.0,rural,16.8,aucun,0.0,0.0,1.0
V10312,VL,34016.0,57.7,5.0,2.0,235.0,autoroute,11.7,aucun,,0.0,0.0
V10313,PL,,,6.0,2.0,14.0,urbain,13.7,élevé,0.0,0.0,0.0
V10314,VUL,246800.0,61.3,26.0,1.0,143.0,urbain,29.7,élevé,1.0,0.0,1.0
V10315,VUL,7048.0,33.5,2.0,0.0,76.0,rural,22.0,aucun,,0.0,0.0
V10316,VL,16060.0,42.1,,1.0,308.0,urbain,24.9,aucun,0.0,0.0,0.0
V10317,VL,25091.0,27.9,4.0,0.0,262.0,rural,12.8,aucun,0.0,0.0,0.0
V10318,VL,27394.0,84.4,2.0,0.0,184.0,autoroute,-3.6,aucun,0.0,0.0,0.0
V10319,VL,26468.0,7.4,4.0,0.0,54.0,autoroute,15.8,aucun,1.0,0.0,0.0
V10320,VL,119087.0,88.8,12.0,3.0,307.0,autoroute,13.1,aucun,0.0,0.0,0.0
V10321,VUL,62593.0,94.7,8.0,0.0,3.0,urbain,22.8,aucun,0.0,1.0,1.0
V10322,VUL,46812.0,52.4,4.0,2.0,,,46.3,aucun,0.0,0.0,0.0
V10323,VL,18507.0,0.0,2.0,,39.0,rural,25.6,aucun,0.0,1.0,
V10324,PL,,51.0,9.0,2.0,229.0,urbain,41.9,faible,0.0,0.0,1.0
V10325,VUL,155121.0,58.4,16.0,0.0,376.0,urbain,24.6,aucun,0.0,0.0,1.0
V10326,VL,86073.0,34.7,10.0,0.0,285.0,urbain,15.0,aucun,,0.0,0.0
V10327,VUL,78.0,47.1,1.0,0.0,137.0,urbain,,aucun,0.0,0.0,0.0
V10328,VL,50585.0,98.3,6.0,0.0,102.0,urbain,34.2,aucun,0.0,0.0,1.0
V10329,VL,2624.0,76.6,1.0,0.0,6.0,urbain,34.6,aucun,0.0,0.0,0.0
V10330,VL,14893.0,36.9,3.0,,163.0,rural,15.4,faible,0.0,0.0,0.0
V10331,VUL,3068.0,20.1,3.0,1.0,364.0,rural,22.0,aucun,1.0,0.0,0.0
V10332,VL,46291.0,51.8,4.0,2.0,275.0,autoroute,8.6,faible,0.0,0.0,0.0
V10333,VL,58012.0,54.7,6.0,1.0,48.0,rural,26.6,aucun,,0.0,0.0
V10334,VL,6079.0,72.4,1.0,0.0,95.0,urbain,32.4,aucun,0.0,0.0,1.0
V10335,VL,24212.0,46.6,2.0,2.0,58.0,urbain,20.3,aucun,0.0,0.0,1.0
V10336,PL,30462.0,72.8,4.0,0.0,230.0,urbain,14.7,aucun,1.0,0.0,0.0
V10337,VUL,23026.0,108.4,3.0,0.0,176.0,autoroute,,aucun,0.0,0.0,0.0
V10338,VL,6449.0,80.4,0.0,0.0,89.0,autoroute,23.3,élevé,0.0,0.0,0.0
V10339,VL,27145.0,58.8,2.0,0.0,281.0,,20.6,aucun,0.0,0.0,0.0
V10340,VL,69550.0,55.4,7.0,0.0,35.0,urbain,21.4,aucun,0.0,0.0,0.0
V10341,VL,3682.0,51.1,1.0,0.0,170.0,autoroute,18.6,,0.0,0.0,0.0
V10342,VL,4178.0,89.5,4.0,1.0,125.0,rural,28.0,aucun,0.0,0.0,1.0
V10343,VL,21907.0,44.3,2.0,0.0,298.0,autoroute,25.9,aucun,0.0,0.0,0.0
V10344,VL,142129.0,61.1,,0.0,,urbain,12.1,aucun,1.0,0.0,1.0
V10345,VUL,55217.0,61.3,8.0,0.0,203.0,urbain,,aucun,0.0,0.0,0.0
V10346,VUL,56764.0,47.5,7.0,0.0,288.0,autoroute,,aucun,1.0,0.0,0.0
V10347,VL,22464.0,25.7,3.0,0.0,355.0,rural,25.9,aucun,0.0,0.0,0.0
V10348,VL,45028.0,68.1,5.0,0.0,96.0,rural,21.2,aucun,0.0,0.0,1.0
V10349,VUL,509.0,58.5,1.0,2.0,237.0,rural,14.9,aucun,0.0,0.0,0.0
V10350,VL,50543.0,72.5,7.0,0.0,172.0,rural,22.1,aucun,0.0,1.0,1.0
V10351,PL,122257.0,46.7,14.0,2.0,300.0,autoroute,17.4,aucun,,0.0,1.0
V10352,VUL,47411.0,90.5,5.0,1.0,87.0,urbain,27.0,aucun,0.0,1.0,0.0
V10353,,103454.0,38.1,10.0,0.0,398.0,urbain,22.7,élevé,0.0,1.0,1.0
V10354,VL,64362.0,102.8,8.0,2.0,350.0,autoroute,17.5,aucun,0.0,0.0,1.0
V10355,VUL,6423.0,16.3,3.0,0.0,16.0,urbain,21.9,faible,0.0,0.0,0.0
V10356,VL,116371.0,70.9,12.0,,139.0,rural,30.5,aucun,0.0,0.0,1.0
V10357,VL,3437.0,71.9,1.0,0.0,,autoroute,15.4,aucun,1.0,0.0,
V10358,PL,38174.0,40.1,3.0,1.0,277.0,autoroute,23.2,aucun,0.0,0.0,1.0
V10359,VL,7665.0,70.6,1.0,,150.0,urbain,19.4,,0.0,0.0,0.0
V10360,VL,588.0,92.0,0.0,2.0,345.0,urbain,23.4,aucun,0.0,1.0,
V10361,VUL,27412.0,4.6,2.0,1.0,333.0,autoroute,14.8,faible,,0.0,0.0
V10362,VL,17480.0,72.6,2.0,1.0,139.0,autoroute,20.9,élevé,0.0,0.0,0.0
V10363,,33276.0,0.0,4.0,0.0,113.0,autoroute,28.9,aucun,,0.0,0.0
V10364,PL,43042.0,35.9,4.0,2.0,67.0,urbain,,aucun,0.0,0.0,0.0
V10365,,2236.0,100.7,1.0,0.0,365.0,urbain,9.4,aucun,0.0,0.0,0.0
V10366,PL,6562.0,45.5,0.0,2.0,178.0,rural,,,0.0,0.0,0.0
V10367,PL,40894.0,30.7,4.0,3.0,124.0,autoroute,10.6,aucun,0.0,1.0,1.0
V10368,VL,21016.0,55.1,4.0,1.0,396.0,autoroute,24.8,faible,0.0,0.0,1.0
V10369,VL,65313.0,111.7,8.0,0.0,312.0,urbain,8.8,aucun,0.0,0.0,0.0
V10370,VL,52819.0,14.2,5.0,1.0,310.0,,17.6,aucun,0.0,0.0,0.0
V10371,VL,93411.0,,11.0,2.0,337.0,urbain,24.9,aucun,,0.0,0.0
V10372,VL,58962.0,97.4,5.0,0.0,362.0,autoroute,23.3,élevé,,0.0,1.0
V10373,VUL,28099.0,106.4,2.0,2.0,357.0,rural,16.9,aucun,0.0,0.0,0.0
V10374,VL,55884.0,57.4,6.0,0.0,232.0,urbain,21.5,élevé,0.0,0.0,1.0
V10375,VL,16105.0,29.0,2.0,1.0,146.0,urbain,20.9,élevé,0.0,0.0,0.0
V10376,VUL,18286.0,112.4,1.0,0.0,110.0,rural,18.2,aucun,0.0,0.0,1.0
V10377,VL,77791.0,99.9,10.0,0.0,362.0,urbain,18.3,aucun,0.0,1.0,0.0
V10378,VUL,29567.0,77.0,2.0,3.0,,autoroute,37.9,aucun,0.0,0.0,0.0
V10379,VL,80068.0,39.7,9.0,1.0,237.0,autoroute,26.5,aucun,0.0,0.0,0.0
V10380,VL,86417.0,58.8,9.0,1.0,2.0,urbain,39.8,faible,1.0,0.0,0.0
V10381,VUL,97442.0,56.0,10.0,1.0,210.0,urbain,16.0,aucun,0.0,0.0,1.0
V10382,VUL,124226.0,68.3,13.0,0.0,24.0,autoroute,19.3,aucun,0.0,0.0,0.0
V10383,PL,28192.0,,3.0,2.0,330.0,urbain,9.3,aucun,0.0,0.0,1.0
V10384,VUL,19199.0,82.0,2.0,1.0,183.0,urbain,13.5,aucun,0.0,0.0,1.0
V10385,VUL,43637.0,33.1,6.0,0.0,60.0,,35.2,aucun,0.0,0.0,1.0
V10386,VL,23194.0,94.4,3.0,1.0,122.0,autoroute,15.8,aucun,0.0,1.0,
V10387,VL,45948.0,67.8,6.0,1.0,54.0,autoroute,35.4,faible,,0.0,1.0
V10388,VUL,61138.0,77.2,6.0,1.0,162.0,urbain,10.1,aucun,0.0,0.0,1.0
V10389,VUL,58302.0,96.7,5.0,,186.0,urbain,11.6,aucun,0.0,0.0,1.0
V10390,PL,23464.0,32.2,3.0,2.0,38.0,urbain,17.3,faible,0.0,0.0,1.0
V10391,VL,9127.0,59.1,1.0,0.0,184.0,urbain,19.5,élevé,0.0,1.0,0.0
V10392,VL,28152.0,46.7,3.0,0.0,82.0,autoroute,27.4,aucun,0.0,0.0,0.0
V10393,VUL,7692.0,20.8,1.0,0.0,194.0,urbain,23.6,aucun,0.0,0.0,0.0
V10394,VL,110407.0,68.7,12.0,0.0,33.0,autoroute,16.7,aucun,0.0,1.0,0.0
V10395,,21223.0,122.8,2.0,1.0,,urbain,18.9,aucun,0.0,0.0,0.0
V10396,PL,,14.0,0.0,5.0,229.0,urbain,17.4,faible,0.0,0.0,0.0
V10397,VL,1288.0,59.2,1.0,2.0,282.0,autoroute,12.7,aucun,0.0,0.0,0.0
V10398,VUL,51897.0,76.0,6.0,0.0,286.0,urbain,12.9,faible,0.0,0.0,1.0
V10399,VUL,50654.0,63.1,8.0,2.0,154.0,urbain,28.2,aucun,0.0,0.0,1.0
V10400,VL,20821.0,57.2,2.0,1.0,164.0,urbain,5.4,aucun,0.0,0.0,0.0
V10401,PL,3720.0,27.5,0.0,1.0,181.0,urbain,32.9,aucun,0.0,0.0,0.0
V10402,VL,26350.0,65.8,2.0,,238.0,urbain,17.3,aucun,0.0,0.0,1.0
V10403,VUL,18641.0,41.1,2.0,1.0,136.0,urbain,13.8,aucun,0.0,0.0,0.0
V10404,VL,56523.0,5.3,7.0,0.0,338.0,rural,25.9,aucun,0.0,0.0,0.0
V10405,PL,46542.0,89.9,5.0,0.0,265.0,autoroute,31.9,aucun,0.0,0.0,0.0
V10406,VL,22674.0,84.0,2.0,1.0,186.0,rural,,faible,0.0,0.0,1.0
V10407,VL,12288.0,61.3,2.0,0.0,39.0,,24.0,,1.0,0.0,0.0
V10408,PL,221292.0,65.7,24.0,2.0,309.0,rural,28.7,faible,0.0,0.0,1.0
V10409,VL,30256.0,86.9,3.0,1.0,166.0,,6.3,aucun,0.0,0.0,0.0
V10410,VL,58281.0,65.6,6.0,0.0,390.0,,15.8,faible,0.0,0.0,0.0
V10411,PL,7573.0,82.6,0.0,5.0,259.0,rural,12.7,élevé,1.0,1.0,1.0
V10412,PL,33236.0,52.6,6.0,,142.0,urbain,29.8,,0.0,0.0,1.0
V10413,VL,,92.8,2.0,0.0,203.0,autoroute,16.9,faible,0.0,1.0,0.0
V10414,VUL,35205.0,68.0,5.0,0.0,175.0,,26.8,aucun,0.0,0.0,1.0
V10415,,166235.0,64.9,17.0,1.0,261.0,autoroute,24.3,faible,0.0,0.0,0.0
V10416,,24242.0,28.2,3.0,0.0,251.0,,13.1,aucun,0.0,0.0,0.0
V10417,VL,1988.0,67.2,3.0,1.0,328.0,rural,15.3,aucun,0.0,0.0,0.0
V10418,VUL,1572.0,39.2,1.0,0.0,199.0,autoroute,30.4,aucun,0.0,0.0,1.0
V10419,VUL,24550.0,44.0,2.0,1.0,198.0,urbain,13.8,aucun,0.0,0.0,0.0
V10420,VUL,8719.0,39.6,1.0,0.0,195.0,autoroute,21.0,aucun,0.0,0.0,0.0
V10421,VUL,1181.0,,1.0,0.0,313.0,,13.7,élevé,0.0,0.0,0.0
V10422,VL,70573.0,113.1,8.0,0.0,76.0,,17.5,faible,0.0,0.0,1.0
V10423,VL,30672.0,93.3,6.0,2.0,18.0,autoroute,19.6,aucun,0.0,0.0,0.0
V10424,VL,,108.0,1.0,0.0,61.0,autoroute,13.7,faible,0.0,0.0,1.0
V10425,VL,115170.0,29.4,12.0,2.0,326.0,autoroute,12.3,faible,1.0,0.0,0.0
V10426,VL,6172.0,61.8,1.0,0.0,393.0,autoroute,22.3,aucun,0.0,0.0,1.0
V10427,PL,156086.0,27.7,15.0,2.0,,urbain,13.2,aucun,0.0,1.0,0.0
V10428,VL,18841.0,42.6,3.0,1.0,249.0,urbain,13.5,aucun,1.0,0.0,0.0
V10429,VL,109643.0,37.0,10.0,0.0,226.0,autoroute,12.5,faible,1.0,0.0,0.0
V10430,VL,46183.0,91.0,4.0,0.0,126.0,urbain,19.4,faible,0.0,1.0,0.0
V10431,VUL,,50.1,10.0,1.0,57.0,rural,27.5,aucun,0.0,0.0,1.0
V10432,VUL,206799.0,86.7,20.0,0.0,375.0,rural,32.1,aucun,0.0,0.0,1.0
V10433,VL,17012.0,75.1,3.0,0.0,203.0,urbain,14.2,faible,0.0,0.0,0.0
V10434,VL,162383.0,117.6,16.0,1.0,242.0,urbain,37.2,élevé,1.0,0.0,1.0
V10435,VUL,24672.0,23.0,2.0,0.0,366.0,rural,12.0,faible,0.0,,1.0
V10436,VL,24348.0,91.5,4.0,,,autoroute,28.7,aucun,0.0,0.0,0.0
V10437,,20805.0,88.7,3.0,1.0,325.0,autoroute,14.2,aucun,,0.0,0.0
V10438,VUL,38979.0,35.7,4.0,0.0,251.0,rural,13.0,aucun,0.0,0.0,1.0
V10439,VL,8370.0,85.2,2.0,0.0,393.0,urbain,14.0,aucun,0.0,0.0,0.0
V10440,VL,40339.0,68.4,4.0,1.0,321.0,urbain,,faible,0.0,0.0,0.0
V10441,PL,39012.0,54.3,3.0,3.0,375.0,urbain,24.6,aucun,0.0,0.0,0.0
V10442,VL,71753.0,39.4,7.0,1.0,198.0,urbain,25.4,faible,1.0,0.0,0.0
V10443,VL,89683.0,42.0,,0.0,342.0,urbain,12.4,aucun,0.0,1.0,0.0
V10444,VUL,29030.0,111.2,3.0,1.0,239.0,urbain,12.1,faible,0.0,0.0,1.0
V10445,,18000.0,60.0,2.0,1.0,138.0,urbain,12.7,aucun,0.0,0.0,0.0
V10446,PL,15010.0,79.6,1.0,2.0,121.0,urbain,19.1,aucun,0.0,0.0,0.0
V10447,VUL,10822.0,,1.0,2.0,48.0,,,aucun,0.0,,0.0
V10448,VL,2968.0,40.5,0.0,1.0,303.0,rural,12.4,aucun,0.0,0.0,1.0
V10449,VL,20961.0,87.0,4.0,0.0,114.0,rural,22.2,élevé,0.0,0.0,0.0
V10450,VUL,15752.0,26.3,2.0,0.0,342.0,urbain,38.1,aucun,0.0,1.0,0.0
V10451,VL,169687.0,49.6,16.0,1.0,250.0,,16.0,aucun,0.0,0.0,1.0
V10452,VL,40789.0,60.9,4.0,0.0,6.0,urbain,16.5,faible,0.0,0.0,1.0
V10453,PL,21330.0,62.8,,1.0,218.0,autoroute,24.5,faible,0.0,0.0,1.0
V10454,VL,43430.0,55.5,4.0,1.0,76.0,urbain,15.5,aucun,0.0,0.0,0.0
V10455,VL,7494.0,,0.0,1.0,,autoroute,25.4,élevé,0.0,0.0,0.0
V10456,,,77.3,2.0,0.0,144.0,urbain,14.3,aucun,0.0,0.0,0.0
V10457,VL,49206.0,78.4,5.0,1.0,153.0,autoroute,34.7,aucun,0.0,0.0,0.0
V10458,VL,,35.4,3.0,1.0,120.0,urbain,22.8,aucun,0.0,1.0,0.0
V10459,VL,25689.0,52.9,3.0,1.0,123.0,autoroute,15.0,,0.0,0.0,0.0
V10460,VL,254552.0,89.9,27.0,0.0,,urbain,15.3,aucun,0.0,0.0,1.0
V10461,VUL,106144.0,82.4,11.0,1.0,396.0,urbain,15.9,aucun,0.0,0.0,0.0
V10462,VUL,48829.0,25.7,5.0,0.0,380.0,autoroute,31.0,aucun,1.0,0.0,0.0
V10463,VL,42126.0,68.8,4.0,1.0,267.0,urbain,,,0.0,0.0,0.0
V10464,,48466.0,10.5,7.0,0.0,326.0,autoroute,14.7,aucun,0.0,0.0,0.0
V10465,VL,11239.0,61.2,2.0,0.0,0.0,urbain,15.5,élevé,1.0,0.0,0.0
V10466,VL,25137.0,107.4,2.0,0.0,160.0,urbain,19.9,faible,1.0,,0.0
V10467,PL,,36.3,1.0,0.0,243.0,autoroute,17.8,aucun,0.0,0.0,0.0
V10468,VL,32269.0,39.1,4.0,1.0,374.0,urbain,,aucun,0.0,0.0,1.0
V10469,PL,39156.0,79.1,4.0,1.0,397.0,,16.8,aucun,1.0,0.0,1.0
V10470,VL,12922.0,21.4,3.0,0.0,250.0,autoroute,19.2,faible,0.0,0.0,1.0
V10471,PL,166251.0,44.2,16.0,0.0,366.0,autoroute,15.0,aucun,0.0,0.0,1.0
V10472,VL,120095.0,74.9,13.0,0.0,63.0,autoroute,25.5,aucun,0.0,0.0,0.0
V10473,PL,64032.0,44.1,8.0,0.0,298.0,urbain,27.4,élevé,,0.0,0.0
V10474,VL,38112.0,,4.0,1.0,247.0,rural,19.4,aucun,1.0,0.0,0.0
V10475,PL,101999.0,78.6,10.0,1.0,296.0,urbain,21.8,aucun,0.0,0.0,1.0
V10476,VL,7000.0,70.5,2.0,0.0,114.0,urbain,2.7,aucun,0.0,0.0,0.0
V10477,VL,78153.0,66.7,,0.0,294.0,autoroute,16.6,faible,0.0,0.0,1.0
V10478,PL,6666.0,51.5,1.0,4.0,0.0,urbain,28.0,faible,0.0,,0.0
V10479,VL,79045.0,69.3,,0.0,40.0,urbain,16.6,aucun,0.0,0.0,1.0
V10480,VUL,16132.0,56.9,3.0,0.0,172.0,urbain,14.1,aucun,0.0,0.0,0.0
V10481,VUL,104815.0,71.4,11.0,2.0,87.0,,38.2,faible,0.0,0.0,0.0
V10482,VL,144157.0,47.6,15.0,0.0,97.0,autoroute,34.6,faible,0.0,0.0,0.0
V10483,VUL,8055.0,55.4,2.0,0.0,87.0,rural,23.7,faible,0.0,0.0,0.0
V10484,VL,31057.0,35.3,3.0,1.0,250.0,urbain,29.1,aucun,0.0,0.0,1.0
V10485,PL,198132.0,59.1,20.0,1.0,334.0,autoroute,2.2,élevé,0.0,0.0,0.0
V10486,VL,33025.0,39.7,4.0,1.0,140.0,rural,13.7,aucun,0.0,0.0,0.0
V10487,VL,99588.0,32.1,10.0,1.0,,urbain,16.2,aucun,0.0,0.0,0.0
V10488,PL,44425.0,66.5,4.0,2.0,136.0,urbain,18.1,faible,0.0,0.0,0.0
V10489,PL,23526.0,65.3,4.0,1.0,98.0,urbain,16.1,aucun,0.0,0.0,0.0
V10490,VL,16828.0,79.6,1.0,0.0,150.0,urbain,-0.4,faible,0.0,0.0,0.0
V10491,VUL,11359.0,49.2,5.0,1.0,174.0,autoroute,23.1,aucun,0.0,0.0,0.0
V10492,VL,71731.0,70.2,7.0,,166.0,,24.3,faible,0.0,1.0,0.0
V10493,VL,24432.0,73.8,4.0,0.0,342.0,urbain,32.8,aucun,0.0,0.0,1.0
V10494,VL,35797.0,71.1,3.0,0.0,256.0,autoroute,13.7,aucun,0.0,0.0,0.0
V10495,VL,33895.0,39.4,4.0,1.0,397.0,autoroute,13.0,aucun,0.0,0.0,0.0
V10496,VL,43052.0,63.7,5.0,,223.0,rural,-1.4,aucun,0.0,0.0,0.0
V10497,,100338.0,69.1,12.0,0.0,,urbain,17.7,faible,0.0,0.0,1.0
V10498,PL,197484.0,60.2,20.0,2.0,329.0,urbain,27.2,aucun,0.0,0.0,1.0
V10499,PL,26177.0,7.8,3.0,1.0,64.0,,15.1,aucun,0.0,0.0,1.0
V10500,VUL,87873.0,64.0,,1.0,68.0,urbain,37.1,aucun,1.0,0.0,1.0
V10501,VL,72308.0,115.3,7.0,0.0,66.0,urbain,17.9,faible,0.0,0.0,1.0
V10502,VL,42610.0,51.0,4.0,2.0,,rural,21.2,aucun,0.0,0.0,0.0
V10503,VUL,156231.0,41.8,15.0,1.0,,urbain,9.1,aucun,0.0,0.0,0.0
V10504,VUL,11186.0,69.3,3.0,1.0,308.0,urbain,22.3,aucun,0.0,0.0,1.0
V10505,,5785.0,67.8,,0.0,90.0,urbain,4.2,élevé,0.0,0.0,0.0
V10506,PL,96194.0,89.8,10.0,3.0,114.0,rural,25.5,aucun,1.0,0.0,
V10507,,,28.6,2.0,2.0,373.0,rural,25.8,aucun,0.0,0.0,1.0
V10508,PL,93855.0,78.3,9.0,3.0,56.0,rural,30.9,faible,0.0,0.0,0.0
V10509,VUL,111788.0,74.8,,1.0,341.0,urbain,11.8,aucun,0.0,0.0,1.0
V10510,VUL,,56.4,0.0,0.0,17.0,urbain,21.3,aucun,0.0,0.0,0.0
V10511,VL,107478.0,,11.0,0.0,271.0,urbain,24.5,élevé,0.0,0.0,0.0
V10512,PL,29739.0,85.7,5.0,2.0,129.0,urbain,23.5,aucun,0.0,0.0,0.0
V10513,PL,35711.0,81.8,4.0,1.0,268.0,autoroute,13.1,aucun,1.0,0.0,0.0
V10514,VL,49254.0,31.4,5.0,0.0,79.0,autoroute,0.9,aucun,0.0,0.0,0.0
V10515,VL,130443.0,80.5,13.0,0.0,298.0,rural,22.8,faible,0.0,0.0,1.0
V10516,VL,965.0,,1.0,2.0,309.0,autoroute,18.8,aucun,0.0,0.0,1.0
V10517,VUL,32393.0,61.8,6.0,0.0,201.0,rural,15.5,aucun,0.0,0.0,0.0
V10518,PL,58193.0,61.8,6.0,0.0,,,,aucun,0.0,0.0,0.0
V10519,VL,64134.0,56.2,8.0,1.0,158.0,autoroute,19.6,faible,0.0,0.0,1.0
V10520,VL,58969.0,,6.0,1.0,203.0,urbain,9.4,aucun,0.0,0.0,0.0
V10521,VL,7218.0,57.9,0.0,1.0,136.0,rural,4.5,aucun,1.0,0.0,0.0
V10522,PL,17790.0,32.0,2.0,1.0,72.0,urbain,11.0,aucun,0.0,0.0,0.0
V10523,VUL,22214.0,50.2,3.0,0.0,47.0,urbain,39.1,aucun,0.0,0.0,0.0
V10524,VUL,81593.0,64.5,8.0,0.0,17.0,rural,25.8,faible,,0.0,0.0
V10525,VL,16339.0,90.7,4.0,1.0,266.0,urbain,21.5,aucun,0.0,0.0,0.0
V10526,VL,11830.0,75.1,2.0,1.0,339.0,urbain,18.5,faible,1.0,0.0,0.0
V10527,VL,,38.7,15.0,0.0,18.0,urbain,18.0,aucun,1.0,0.0,0.0
V10528,,445.0,122.1,0.0,1.0,99.0,urbain,,faible,1.0,0.0,1.0
V10529,PL,306441.0,66.6,,1.0,115.0,autoroute,16.1,aucun,0.0,0.0,1.0
V10530,VUL,,91.9,6.0,0.0,345.0,autoroute,24.6,aucun,1.0,0.0,1.0
V10531,PL,88149.0,,9.0,0.0,73.0,urbain,17.2,élevé,0.0,0.0,0.0
V10532,PL,17450.0,73.3,1.0,0.0,279.0,urbain,35.5,élevé,0.0,0.0,
V10533,VL,720.0,81.0,3.0,0.0,268.0,autoroute,25.9,aucun,0.0,0.0,1.0
V10534,VUL,66945.0,90.5,7.0,0.0,124.0,urbain,30.0,aucun,0.0,0.0,1.0
V10535,PL,89831.0,,8.0,3.0,115.0,,15.3,aucun,0.0,0.0,1.0
V10536,VUL,67445.0,81.8,7.0,1.0,173.0,,28.5,faible,0.0,0.0,0.0
V10537,VL,7707.0,52.1,,1.0,,autoroute,17.5,aucun,0.0,0.0,0.0
V10538,VL,70005.0,45.7,9.0,1.0,225.0,urbain,20.9,aucun,0.0,1.0,0.0
V10539,VL,73250.0,68.3,8.0,0.0,156.0,urbain,33.1,aucun,0.0,0.0,1.0
V10540,PL,53726.0,83.3,6.0,1.0,163.0,urbain,11.7,élevé,0.0,0.0,1.0
V10541,VUL,72646.0,54.4,7.0,0.0,70.0,urbain,21.6,aucun,0.0,0.0,0.0
V10542,VL,93514.0,86.6,9.0,0.0,221.0,rural,23.5,aucun,0.0,0.0,0.0
V10543,VUL,47544.0,96.3,4.0,2.0,125.0,urbain,24.2,aucun,1.0,0.0,0.0
V10544,VUL,4638.0,37.1,1.0,1.0,144.0,urbain,16.4,aucun,1.0,0.0,0.0
V10545,VL,,39.1,3.0,0.0,175.0,urbain,36.7,aucun,1.0,0.0,0.0
V10546,VL,4041.0,56.5,1.0,3.0,151.0,urbain,9.6,élevé,0.0,0.0,1.0
V10547,VUL,26173.0,67.7,4.0,0.0,181.0,autoroute,31.7,faible,0.0,1.0,0.0
